Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/century-pvc-boards-and-sheets/century-pvc-cnc,https://www.centuryply.com//centuryproduct/Starke-PVC-CNC-facestyle.jpeg,CENTURY PVC CNC,100% Termite and Waterproof  Affordable,"CENTURY CNC PVC is easy to install, Minimal Maintenance, Affordable, and comes in completely calibrated and can be used directly. It is widely used due to its cost-effective competitive prices and its desirable qualities. CENTURY CNC sheets are Eco-friendly, Waterproof  and are Termite and Borer Proof. This makes them best for CNC cutting for purpose of different designs. However, they also look excellent in the house ceilings and walls.",5 Years,12 mm,"100% Termite and Borer Proof   , 100% Waterproof , Fire Retardant",We provide ideal solutions for personal and office spaces using indigenous technology that gives your furniture a distinctive edge in terms of craft and endurance.,"Minimal Maintenance , Lightweight And Strong , Easy to clean , Stain resistant , Easy Cutting in Any Design , Available in 12 MM thickness","Description	PVC Boards , Thickness (mm) 4, 6, 8, 12, 15 & 18 , Length (feet)8 , Width (Feet)4"
