Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/century-pvc-boards-and-sheets/century-pvc-grey,https://www.centuryply.com//centuryproduct/grey-explore-img.jpg,CENTURY PVC GREY,100% Termite and Waterproof  Affordable,"CENTURY GREY is easy to install, Minimal Maintenance, affordable, and comes in completely calibrated and can be used directly. It is widely used due to its cost-effective competitive prices and its desirable qualities. CENTURY Grey PVC sheet are Eco-friendly, Waterproof and are Termite and Borer Proof. This makes them best especially for kitchens, back liner etc.",5 Years,11 mm 15 mm 17 mm,"100% Termite and Borer Proof   , 100% Waterproof , Fire Retardant ",We provide ideal solutions for personal and office spaces using indigenous technology that gives your furniture a distinctive edge in terms of craft and endurance.,"Minimal Maintenance , Lightweight And Strong , Easy to clean , Stain resistant , Preferred for Kitchen & wardrobe.","Description	PVC Boards , Thickness (mm) 11,15,17 , Length (feet)8 , Width (Feet)4"
