Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/century-pvc-boards-and-sheets/century-pvc-select,https://www.centuryply.com//centuryproduct/Starke-PVC-Select.jpeg,CENTURY PVC SELECT,100% Termite and Waterproof  Premium,"CENTURY SELECT PVC (Poly Vinyl Chloride) is an incredibly versatile and an Eco-friendly building material that can be given stylish designs to create fabulous interiors. Century Select PVC sheet are Eco-friendly, resistant to weathering effect and are Termite and Borer Proof. This makes them best for bathrooms, kitchens, toilets, back liner etc. However, they also look excellent in the house ceilings and walls. You can choose CENTURY Select PVC Sheet for designing durable and unique furniture, ceiling, walls, and other options. It is 100% Waterproof & Termite Proof",10 Years,6 mm 8 mm 12 mm 15 mm 18 mm,"100% Termite and Borer Proof   , 100% Waterproof , Fire Retardant",We provide ideal solutions for personal and office spaces using indigenous technology that gives your furniture a distinctive edge in terms of craft and endurance.,"Minimal maintenance , Completely calibrated and can be used directly , No Shrinking Or Swelling  , Eco friendly , 100% Recyclable ","Description	PVC Boards , Thickness (mm) 4, 6, 8, 12, 15 & 18 , Length (feet)8 , Width (Feet)4"
