Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/century-pvc-boards-and-sheets/century-wpc-door,https://www.centuryply.com//centuryproduct/WPC-starke-door.jpg,CENTURY WPC DOOR,100% Termite and Waterproof  Premium,"CENTURY WPC Doors are Boiling Waterproof doors. These eco friendly doors are resistant to weathering agents and are Termite & Borer Proof. Be it residential or commercial applications, WPC Doors can protect any entrance.CENTURY WPC Doors give you the option of applying the laminate or veneer of your choice for finishing.",10 Years,25 mm 28 mm 30 mm,"100% Termite and Borer Proof   , 100% Waterproof , Fire Retardants ",We provide ideal solutions for personal and office spaces using indigenous technology that gives your furniture a distinctive edge in terms of craft and endurance.,"Easy to clean , Minimal Maintenance  , Ready to Use , High Density","Description	PVC Doors , Thickness (mm) 25 & 30 , Length (feet)6.5 & 7  , Width (Feet)2.25, 2.5, 2.75 & 3"
