Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/plywood/club-prime,"https://www.centuryply.com//centuryproduct/club-prime-f2.jpg , https://www.centuryply.com//centuryproduct/Product-feature-club-prime.jpg",Club Prime,WATERPROOF PREMIUM,"Club Prime from the house of CenturyPly is the only plywood that passes 25 stringent tests as per Bureau of Indian Standards. It's a superior quality all-rounder plywood that comes with revolutionary technologies such as Firewall and ViroKill. Together with being completely waterproof, Club Prime plywood comes with a 25 year warranty against borer and termite attacks, ensuring that your furniture always remains as good as new.",25 Years Warranty,4 mm 6 mm 9 mm 12 mm 16 mm 19 mm 25 mm,"Virokill Technology - Kills 99.9% Viruses , Firewall Technology - A Circle Of Protection From Fire , CenturyPromise App - Protection From Duplicate Plywood , Glue Shear Strength (GSS), 65% Stronger Than Any Other Ordinary Ply , Reinforced With Strength and Shape Retention (SSR) , Glue Line Protection (GLP), Patent Technology Wherein Each Layer Is Treated For 100% Protection For Borer And Termite , Borer & Termite Proof , Core Composed - No Gaps or Overlaps , Gurjan Face",We provide ideal solutions for personal and office spaces using indigenous technology that gives your furniture a distinctive edge in terms of craft and endurance.,"Boiling Water Proof , E1 emission compliant , Passes 25 Stringent Quality Tests ,  Fire Retardant Properties as per IS:5509 , Virokill technology kills 99.99% viruses , CenturyPromise QR code enabled","Moisture Content (%) 8 - 12  , Adhesion of plies Excellent  , Specific Gravity > 0.65  , Screw holding strength (Kg) > 250  , Preservative Treatment Two Tier Treatment:1. Glue Line protection2. Finished panels are treatedwith ACC (Acid CopperchromeCompound)  , Static Bending Strength (N/mm2) Modulus of rupture (MOR):Along the grain: >45Across the grain: >55Modulus of elasticity (MOE):Along the grain: >7800Across the grain: >4500 , Nail holding strength (Kg) > 150 "
