Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/plywood/centuryply-film-face-plywood,"https://www.centuryply.com//centuryproduct/filmface-plywood.jpg , https://www.centuryply.com//centuryproduct/filmface-facelift.jpg",CENTURY FILM FACE,MADE TO ORDER AFFORDABLE,"Century Film Face has been especially developed for construction purposes. It is a Boiling Waterproof shuttering plywood that is most contractor’s number one choice, while its solid surface strength keeps it from buckling under heavy construction load. Century Film Face plywood is available in 30kg and 34kg variants. Build everlasting projects with Century Film Face today!",,12 mm,"BWP Grade Plywood , Tenderised Veneers, Specially Treated With Preservatives , CenturyPromise App - Protection From Duplicate Plywood , Special PF Resin Used for Bonding , Pressure Impregnation of Special Chemical , High Resin Content Paper Pasted Over The Plywood , Film Thickness of 120 GSM",We provide ideal solutions for personal and office spaces using indigenous technology that gives your furniture a distinctive edge in terms of craft and endurance.,"Boiling Water Proof Grade Plywood , Superior Strength , CenturyPromise QR code enabled","Moisture    Content (%) 8- 12  , Adhesion    of plies(Water Resistant) Excellent  , Specific    Gravity > 0.50  , Screw    holding strength (Kg) > 200  , Nail    holding strength (Kg) > 85  , Water    Absorption (%))     < 5  , Preservative        Treatment Glue Line  Protection  , Static Bending Strength (N/mm2) Modulus of rupture (MOR):Along the grain: >48Across the grain: >35Modulus of elasticity (MOE):Along the grain: >4800Across the grain: >2300"
