Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/plywood/is-710,"https://www.centuryply.com//centuryproduct/is710-marine.jpg , https://www.centuryply.com//centuryproduct/IS-710-facelift.jpg",IS 710,MADE TO ORDER PREMIUM,"IS 710 or CenturyPly Marine Grade is a waterproof plywood that can easily withstand vagaries of the weather. Made from premium quality imported durable hardwood timber, it is extremely effective in keeping fishing boats safe from insects and marine organisms.",20 Years Warranty,6 mm 9 mm 12 mm 16 mm 19 mm,"Virokill Technology - Kills 99.9% Viruses , Microbial Decay Desistance Pressure Treatment , CenturyPromise App - Protection From Duplicate Plywood , Thicker Face , Undiluted Glue",We provide ideal solutions for personal and office spaces using indigenous technology that gives your furniture a distinctive edge in terms of craft and endurance.,"Boiling Water Proof Grade Plywood , Borer And Termite Proof , 20 Year Warranty , Virokill technology kills 99.99% viruses , CenturyPromise QR code enabled","Moisture    Content (%) 8- 12  , Adhesion    of plies(Water Resistant) Excellent  , Specific    Gravity > 0.50  , Screw    holding strength (Kg) > 200  , Nail    holding strength (Kg) > 85  , Water    Absorption (%))     < 5  , Preservative        Treatment Glue Line  Protection  , Static Bending Strength (N/mm2) Modulus of rupture (MOR):Along the grain: >48Across the grain: >35Modulus of elasticity (MOE):Along the grain: >4800Across the grain: >2300"
